book_id,book_title,author,format,publication_year,publication_date,num_pages_final,num_ratings,num_reviews,average_rating,ratings_1_star,ratings_2_star,ratings_3_star,ratings_4_star,ratings_5_star,ratings_total_from_dist,main_genre,genres_list_clean,num_pages_fill_source,genres_mapped_clean
1398034,Bumi Manusia,Pramoedya Ananta Toer,"['535 pages, Paperback']",1980.0,1980-08-01,535.0,19941,2130,4.42,274,364,1752,5917,11634,19941,historical fiction,"historical fiction,indonesian literature,classics,literature,asia",existing_or_parsed,"historical fiction, literature & classics, classics, world literature"
1398044,Anak Semua Bangsa,Pramoedya Ananta Toer,"['539 pages, Paperback']",1975.0,1975-01-01,539.0,7217,598,4.42,49,91,643,2448,3986,7217,historical fiction,"historical fiction,indonesian literature,literature,classics,asia",existing_or_parsed,"historical fiction, literature & classics, classics, world literature"
1398066,Jejak Langkah,Pramoedya Ananta Toer,"['724 pages, Paperback']",1985.0,1985-01-01,724.0,5943,439,4.39,70,88,555,1982,3248,5943,historical fiction,"historical fiction,indonesian literature,literature,classics,asia",existing_or_parsed,"historical fiction, literature & classics, classics, world literature"
1398140,Who Has Seen The Wind,W.O. Mitchell,"['293 pages, Mass Market Paperback']",1947.0,1947-01-01,293.0,4319,216,3.87,136,274,970,1567,1372,4319,canada,"canada,classics,literature,canadian literature,coming of age,historical fiction",existing_or_parsed,"world literature, classics, literature & classics, coming of age, historical fiction"
1399816,The Celebration,Ivan Ângelo,"['224 pages, Paperback']",1975.0,1975-01-01,224.0,105,9,3.95,2,3,22,49,29,105,romance,"romance,literature",existing_or_parsed,"romance, literature & classics"
1406197,A Lick of Frost,Laurell K. Hamilton,"['8 pages, MP3 CD']",2007.0,2007-10-23,366.5,32531,708,4.15,406,1518,5730,10021,14856,32531,fantasy,"fantasy,urban fantasy,paranormal,romance,paranormal romance,fae",author_median,"fantasy, paranormal & supernatural, romance"
1407874,Sang Pemimpi,Andrea Hirata,"['292 pages, Paperback']",2006.0,2006-01-01,292.0,16619,1284,4.16,165,508,2852,6070,7024,16619,indonesian literature,"indonesian literature,young adult,adventure,drama,inspirational",existing_or_parsed,"literature & classics, adult fiction, adventure, drama, philosophy & education & personal development"
1409475,Dreamhouse,Douglas Borton,"['285 pages, Mass Market Paperback']",1989.0,1989-03-07,285.0,34,10,4.06,0,0,10,12,12,34,horror,"horror,pulp",existing_or_parsed,"horror, other / niche"
1410564,Naked Masks: Five Plays,Luigi Pirandello,"['416 pages, Paperback']",1952.0,1952-01-01,416.0,377,20,4.1,5,13,59,164,136,377,plays,"plays,drama,classics,theatre,italian literature,italy",existing_or_parsed,"literature & classics, drama, classics, arts & pop culture, world literature"
1412138,Iron Kissed,Patricia Briggs,"['287 pages, Mass Market Paperback']",2008.0,2008-01-02,287.0,124790,4614,4.34,882,2045,14403,43354,64106,124790,urban fantasy,"urban fantasy,fantasy,paranormal,romance,vampires,werewolves,paranormal romance",existing_or_parsed,"fantasy, paranormal & supernatural, romance, dark & erotic"
1416652,Never Look Back,Lesley Pearse,"['737 pages, Paperback']",2000.0,2000-01-01,737.0,4167,250,4.42,43,93,415,1148,2468,4167,historical fiction,"historical fiction,romance,historical romance,historical,chick lit,drama",existing_or_parsed,"historical fiction, romance, historical, chick lit, drama"
1417051,A Stainless Steel Rat is Born,Harry Harrison,"['219 pages, Mass Market Paperback']",1985.0,1985-09-01,219.0,8845,223,3.97,85,366,2119,3452,2823,8845,science fiction,"science fiction,humor,science fiction fantasy,fantasy,space opera,adventure",existing_or_parsed,"science fiction, comedy, fantasy, adventure"
1421046,Supernova: Petir,Dee Lestari,"['201 pages, Paperback']",2004.0,2004-01-01,201.0,9436,774,3.96,94,461,2240,3603,3038,9436,indonesian literature,"indonesian literature,fantasy,science fiction,romance,literature",existing_or_parsed,"literature & classics, fantasy, science fiction, romance"
1421990,Halfway to the Grave,Jeaniene Frost,"['374 pages, Mass Market Paperback']",2007.0,2007-11-01,374.0,158323,8632,4.13,4103,7478,24687,48821,73234,158323,paranormal,"paranormal,vampires,urban fantasy,romance,fantasy,paranormal romance,adult",existing_or_parsed,"paranormal & supernatural, fantasy, romance, adult fiction"
1422252,"Vampire, Interrupted",Lynsay Sands,"['370 pages, Mass Market Paperback']",2008.0,2008-02-26,370.0,20217,593,4.34,97,384,2760,6335,10641,20217,romance,"romance,vampires,paranormal romance,paranormal,fantasy,urban fantasy",existing_or_parsed,"romance, paranormal & supernatural, fantasy"
1422253,The Accidental Vampire,Lynsay Sands,"['361 pages, Mass Market Paperback']",2007.0,2007-12-01,361.0,19478,659,4.23,149,572,3131,6465,9161,19478,paranormal romance,"paranormal romance,romance,vampires,paranormal,fantasy,adult",existing_or_parsed,"paranormal & supernatural, romance, fantasy, adult fiction"
1425045,Nameless Night,G.M. Ford,"['352 pages, Hardcover']",2008.0,2008-02-01,352.0,255,45,3.61,6,23,83,96,47,255,mystery,"mystery,thriller",existing_or_parsed,mystery & crime
1425469,Dingo,Charles de Lint,"['213 pages, Hardcover']",2008.0,2008-03-07,213.0,1463,148,3.74,21,100,466,531,345,1463,fantasy,"fantasy,young adult,urban fantasy,supernatural,young adult fantasy,paranormal",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural"
1426558,Beverly Hills Dead,Stuart Woods,"['294 pages, Hardcover']",2008.0,2008-01-01,294.0,3574,222,3.73,72,264,1096,1264,878,3574,mystery,"mystery,thriller,mystery thriller,suspense,crime,historical fiction",existing_or_parsed,"mystery & crime, historical fiction"
1428609,Tainaron: Mail from Another City,Leena Krohn,"['128 pages, Hardcover']",1985.0,1985-01-01,128.0,1389,188,3.83,32,101,334,533,389,1389,fantasy,"fantasy,finnish literature,science fiction,speculative fiction,weird fiction",existing_or_parsed,"fantasy, literature & classics, science fiction, speculative fiction"
1429082,美少女戦士セーラームーン新装版 1,Naoko Takeuchi,"['241 pages, Paperback']",2003.0,2003-09-22,241.0,39910,1593,4.33,977,1316,4952,9086,23579,39910,manga,"manga,fantasy,graphic novels,romance,comics,young adult",existing_or_parsed,"comics & manga, fantasy, romance, adult fiction"
1430213,The Bone Garden,Tess Gerritsen,"['370 pages, Hardcover']",2007.0,2007-09-18,370.0,30331,2443,4.06,279,1086,6061,12157,10748,30331,mystery,"mystery,thriller,historical fiction,crime,suspense,mystery thriller",existing_or_parsed,"mystery & crime, historical fiction"
1431697,The Trick Is to Keep Breathing,Janice Galloway,"['236 pages, Paperback']",1989.0,1989-10-01,236.0,3148,284,3.84,83,211,761,1174,919,3148,scotland,"scotland,mental health,mental illness,contemporary,psychology,british literature",existing_or_parsed,"world literature, philosophy & education & personal development, psychology & mental health, contemporary & slice of life, literature & classics"
1434105,Plum Lucky,Janet Evanovich,"['166 pages, Hardcover']",2008.0,2008-01-08,166.0,52285,2083,3.77,845,4278,15859,16392,14911,52285,mystery,"mystery,humor,chick lit,romance,comedy,crime",existing_or_parsed,"mystery & crime, comedy, chick lit, romance"
1434770,Obedience,Will Lavender,"['304 pages, Hardcover']",2008.0,2008-01-01,304.0,2466,469,3.13,182,517,848,640,279,2466,mystery,"mystery,thriller,suspense,mystery thriller,adult,crime",existing_or_parsed,"mystery & crime, adult fiction"
1440966,The Forbidden Zone,Whitley Strieber,"['416 pages, Paperback']",1993.0,1993-07-01,416.0,338,49,3.38,22,44,113,102,57,338,horror,"horror,science fiction,thriller,lovecraftian",existing_or_parsed,"horror, science fiction, mystery & crime, fantasy"
1442239,Хищные вещи века. Чрезвычайные происшествия,Arkady Strugatsky,"['229 pages, Paperback']",1964.0,1964-01-01,229.0,1409,17,4.12,17,59,244,503,586,1409,science fiction,"science fiction,russia,dystopia,fantasy,russian literature,classics",existing_or_parsed,"science fiction, world literature, dystopian, fantasy, literature & classics, classics"
1442263,The Dancers at the End of Time,Michael Moorcock,"['530 pages, Paperback']",1977.0,1977-01-01,530.0,3974,140,3.99,48,220,863,1429,1414,3974,fantasy,"fantasy,science fiction,time travel,steampunk,science fiction fantasy,british literature",existing_or_parsed,"fantasy, science fiction, literature & classics"
1442338,An Echo in Time: Atlantis,Traci Harding,"['671 pages, Paperback']",2010.0,2010-04-01,671.0,1738,44,4.09,44,75,328,524,767,1738,fantasy,"fantasy,science fiction,time travel,science fiction fantasy,romance,magic",existing_or_parsed,"fantasy, science fiction, romance, paranormal & supernatural"
1443350,Liebelei / Reigen,Arthur Schnitzler,"['160 pages, Paperback']",1989.0,1989-01-01,160.0,312,11,3.64,11,27,96,107,71,312,plays,"plays,german literature,classics,drama,school,20th century",existing_or_parsed,"literature & classics, classics, drama, school life, historical fiction"
1446077,Staying On,Paul Scott,"['224 pages, Paperback']",1977.0,1977-01-01,224.0,3940,243,3.89,79,230,927,1529,1175,3940,india,"india,historical fiction,classics,literary fiction,literature,asia",existing_or_parsed,"world literature, historical fiction, classics, literature & classics"
1450719,The Beckoning Fair One,Oliver Onions,"['96 pages, Paperback']",1911.0,1911-01-01,96.0,554,78,3.8,3,44,170,182,155,554,horror,"horror,ghosts,gothic,classics,ghost stories",existing_or_parsed,"horror, dark & erotic, classics, literature & classics"
1450851,Shadow of Power,Steve Martini,"['390 pages, Hardcover']",2008.0,2008-05-27,390.0,3615,329,3.72,76,234,1095,1430,780,3615,mystery,"mystery,thriller,legal thriller,mystery thriller,crime,suspense",existing_or_parsed,mystery & crime
1450946,Enchantress from the Stars,Sylvia Engdahl,"['288 pages, Hardcover']",1970.0,1970-02-01,288.0,4001,466,3.95,84,238,850,1450,1379,4001,science fiction,"science fiction,fantasy,young adult,romance,adventure,classics",existing_or_parsed,"science fiction, fantasy, adult fiction, romance, adventure, classics"
1455480,Robohnya Surau Kami,A.A. Navis,"['147 pages, Paperback']",1956.0,1956-01-01,147.0,3211,287,4.01,48,124,706,1198,1135,3211,indonesian literature,"indonesian literature,literature,classics,drama",existing_or_parsed,"literature & classics, classics, drama"
1456660,The Twelve Dancing Princesses: A Folk Tale from the Brothers Grimm,Freya Littledale,"['32 pages, Paperback']",1988.0,1988-08-01,32.0,57,10,3.53,1,8,23,10,15,57,picture books,"picture books,fairy tales,childrens,fantasy,classics",existing_or_parsed,"children & pre-teens, paranormal & supernatural, fantasy, classics"
1464412,Wabi Sabi,Mark Reibstein,"['40 pages, Hardcover']",2008.0,2008-10-01,40.0,1822,344,4.16,13,60,319,652,778,1822,picture books,"picture books,poetry,childrens,cats,japan,animals",existing_or_parsed,"children & pre-teens, poetry, animals / nature, world literature"
1464757,Edensor,Andrea Hirata,"['288 pages, Paperback']",2007.0,2007-01-01,288.0,14566,1041,4.12,126,480,2716,5413,5831,14566,indonesian literature,"indonesian literature,adventure,young adult,romance,travel",existing_or_parsed,"literature & classics, adventure, adult fiction, romance, philosophy & education & personal development"
1469910,Bittersweet,Danielle Steel,"['476 pages, Paperback']",1999.0,1999-01-01,476.0,6296,214,3.89,137,413,1710,1790,2246,6296,romance,"romance,chick lit,contemporary,adult fiction,family",existing_or_parsed,"romance, chick lit, contemporary & slice of life, adult fiction, philosophy & education & personal development"
1474628,The Monsters of Templeton,Lauren Groff,"['384 pages, Hardcover']",2008.0,2008-02-05,384.0,21365,2978,3.63,553,1946,6463,8354,4049,21365,mystery,"mystery,fantasy,historical fiction,magical realism,literary fiction,contemporary",existing_or_parsed,"mystery & crime, fantasy, historical fiction, paranormal & supernatural, literature & classics, contemporary & slice of life"
1483375,Refugee Boy,Benjamin Zephaniah,"['304 pages, Paperback']",2001.0,2001-08-01,304.0,3667,333,3.73,110,278,1022,1329,928,3667,young adult,"young adult,school,war,contemporary,africa,ethiopia",existing_or_parsed,"adult fiction, school life, world literature, contemporary & slice of life"
1488784,Blood Beast,Don D'Ammassa,"['384 pages, Paperback']",1988.0,1988-10-01,384.0,22,7,3.14,0,6,8,7,1,22,horror,"horror,pulp",existing_or_parsed,"horror, other / niche"
1491384,Montauk,Max Frisch,"['206 pages, Paperback']",1975.0,1975-01-01,206.0,2222,145,3.82,43,152,577,842,608,2222,german literature,"german literature,classics,literature,contemporary,new york",existing_or_parsed,"literature & classics, classics, contemporary & slice of life, world literature"
1496297,Classic Victorian & Edwardian Ghost Stories,Rex Collings,"['289 pages, Paperback']",1996.0,1996-04-01,289.0,426,55,3.64,7,34,151,147,87,426,horror,"horror,classics,ghost stories,fantasy,victorian",existing_or_parsed,"horror, classics, literature & classics, fantasy, world literature"
1496309,The Bishop of Hell and Other Stories,Marjorie Bowen,"['192 pages, Paperback']",1949.0,1949-01-01,192.0,266,46,3.88,3,11,67,119,66,266,horror,"horror,gothic,classics,ghost stories,supernatural",existing_or_parsed,"horror, dark & erotic, classics, literature & classics, paranormal & supernatural"
1499340,5 cm,Donny Dhirgantoro,"['381 pages, Paperback']",2005.0,2005-01-01,381.0,15160,1528,3.88,475,1206,3273,4870,5336,15160,indonesian literature,"indonesian literature,romance,adventure,travel,young adult",existing_or_parsed,"literature & classics, romance, adventure, philosophy & education & personal development, adult fiction"
1499952,Daddy-Long-Legs,Jean Webster,"['249 pages, Hardcover']",1912.0,1912-04-01,249.0,67811,9071,4.14,832,2404,11726,24007,28842,67811,classics,"classics,young adult,romance,historical fiction,childrens",existing_or_parsed,"classics, adult fiction, romance, historical fiction, children & pre-teens"
1503274,Rhett Butler's People,Donald McCaig,"['500 pages, Hardcover']",2007.0,2007-01-01,500.0,20436,1934,3.8,912,1719,4796,6064,6945,20436,historical fiction,"historical fiction,romance,historical,civil war,classics,southern",existing_or_parsed,"historical fiction, romance, historical, world literature, classics, other / niche"
1507805,Warriors Box Set,Erin Hunter,"['1844 pages, Paperback']",2005.0,2005-01-01,1844.0,6124,200,4.58,64,126,436,1092,4406,6124,fantasy,"fantasy,childrens,animals,cats,middle grade,young adult",existing_or_parsed,"fantasy, children & pre-teens, animals / nature, adult fiction"
1509992,The Matrix,Jonathan Aycliffe,"['237 pages, Paperback']",1994.0,1994-11-07,237.0,507,70,3.82,11,24,146,190,136,507,horror,"horror,fantasy,gothic,mystery,paranormal,supernatural",existing_or_parsed,"horror, fantasy, dark & erotic, mystery & crime, paranormal & supernatural"
1513380,Silent Night 2,R.L. Stine,"['196 pages, Library Binding']",1993.0,1993-12-01,196.0,1846,107,3.59,33,209,687,468,449,1846,horror,"horror,young adult,christmas,childrens,thriller,mystery",existing_or_parsed,"horror, adult fiction, other / niche, children & pre-teens, mystery & crime"
1519192,Her Last Letter,Nancy C. Johnson,"['296 pages, Paperback']",2007.0,2007-08-01,296.0,3005,241,3.41,108,412,1153,798,534,3005,mystery,"mystery,suspense,mystery thriller,romance,chick lit,contemporary",existing_or_parsed,"mystery & crime, romance, chick lit, contemporary & slice of life"
